Dendritic cells ( DCs ) and natural killer ( NK ) cells are central components of innate immunity for controlling tumor growth .	empty
The therapeutic effects of certain anti-myeloma drugs are partially mediated by targeting the innate immune response .	empty
In addition , novel types of natural compounds have been developed that efficiently modulate the activity of both the cellular and humoral compartments of immunity .	empty
MGN-3 is known as an activator of natural killer cells , inducer of apoptosis and cytokine production , and modulator of dendritic cell maturation and differentiation in vitro .	empty
We have performed a randomized , placebo-controlled study to examine the effects of MGN-3 on innate immune system parameters in 48 multiple myeloma patients .	empty
We performed immunophenotypic analysis of peripheral blood samples , determined NK cell activity , and assessed the cytokine profiles of plasma before and during 3months of treatment .	empty
The results demonstrate a clear increase in NK activity in MGN-3-treated patients compared to the placebo group , an increased level of myeloid DCs in peripheral blood , and augmented concentrations of T helper cell type 1-related cytokines .	empty
The present study suggests that MGN-3 may represent an immunologically relevant product for activating innate immunity in multiple myeloma patients and warrants further testing to demonstrate clinical efficacy .	avoiding immune destruction
RAD51 is a key enzyme of homologous recombination and repair of DNA double-strand breaks .	empty
RAD51 mRNA expression levels are significantly increased in laser-microdissected mammary simple carcinomas and their lymph node metastases when compared to adenomas or nonneoplastic mammary gland of the same dog .	empty
Here , RAD51 protein expression was analyzed by immunohistochemistry in paraffin-embedded mammary carcinomas and their lymph node metastases of 40 dogs , adenomas of 48 dogs , and nonneoplastic mammary gland of 88 dogs .	empty
Number of cells with nuclear RAD51 expression was significantly ( P < or = .05 ) increased in carcinomas when compared to adenomas and metastases .	empty
In contrast , no significant differences in the number of RAD51-expressing cells were detected when metastases were compared with adenomas and nonneoplastic gland .	activating invasion and metastasis
RAD51 expression in carcinomas was correlated with expression in metastases but not with histologic grade .	activating invasion and metastasis
In conclusion , the increased number of RAD51-expressing cells in carcinomas might indicate genomic instability in these cells .	genomic instability and mutation
Nevertheless , the increased RAD51 mRNA expression in metastases could not be confirmed by immunohistochemistry .	activating invasion and metastasis
BACKGROUND Multiple myeloma ( MM ) is a fatal plasma cell malignancy exhibiting enhanced glucose consumption associated with an aerobic glycolytic phenotype ( i.e. , the Warburg effect ) .	empty
We have previously demonstrated that myeloma cells exhibit constitutive plasma membrane ( PM ) localization of GLUT4 , consistent with the dependence of MM cells on this transporter for maintenance of glucose consumption rates , proliferative capacity , and viability .	empty
The purpose of this study was to investigate the molecular basis of constitutive GLUT4 plasma membrane localization in MM cells .	empty
FINDINGS We have elucidated a novel mechanism through which myeloma cells achieve constitutive GLUT4 activation involving elevated expression of the Rab-GTPase activating protein AS160_v2 splice variant to promote the Warburg effect .	cellular energetics
AS160_v2-positive MM cell lines display constitutive Thr642 phosphorylation , known to be required for inactivation of AS160 Rab-GAP activity .	empty
Importantly , we show that enforced expression of AS160_v2 is required for GLUT4 PM translocation and activation in these select MM lines .	empty
Furthermore , we demonstrate that ectopic expression of a full-length , phospho-deficient AS160 mutant is sufficient to impair constitutive GLUT4 cell surface residence , which is characteristic of MM cells .	empty
CONCLUSIONS This is the first study to tie AS160 de-regulation to increased glucose consumption rates and the Warburg effect in cancer .	cellular energetics
Future studies investigating connections between the insulin/IGF-1/AS160_v2/GLUT4 axis and FDG-PET positivity in myeloma patients are warranted and could provide rationale for therapeutically targeting this pathway in MM patients with advanced disease .	empty
INTRODUCTION Anterior-gradient 2 ( AGR2 ) is an estrogen-responsive secreted protein .	empty
Its upregulation has been well documented in a number of cancers , particularly breast cancer , for which mixed data exist on the prognostic implications of AGR2 expression .	empty
Although emerging evidence indicates that AGR2 is associated with poor prognosis , its function and impact on cancer-relevant pathways have not been elucidated in breast cancer .	empty
METHODS To investigate the biologic role of AGR2 in breast cancer , AGR2 was transiently knocked down , by using siRNA , in T47 D and ZR-75-1 ( estrogen receptor-alpha ( ER)-positive ) and MDA-MB-231 and SK-BR-3 ( ER-negative ) human breast cancer cell lines .	empty
The impact of silencing AGR2 was evaluated in both anchorage-dependent and anchorage-independent growth ( soft agar , spheroid ) assays .	empty
Cell-cycle profiles in ER-positive cell lines were determined with BrdU incorporation , and cell death was measured with Annexin V , JC-1 , and F7-26 staining .	empty
After transiently silencing AGR2 or stimulating with recombinant AGR2 , modulation of key regulators of growth and survival pathways was assessed with Western blot .	empty
Combination studies of AGR2 knockdown with the antiestrogens tamoxifen and fulvestrant were carried out and assessed at the level of anchorage-dependent growth inhibition and target modulation ( cyclin D1 , ER ) .	empty
RESULTS AGR2 knockdown inhibited growth in anchorage-dependent and anchorage-independent assays , with a more-pronounced effect in ER-positive cell lines .	empty
Cyclin D1 levels and BrdU incorporation were reduced with AGR2 knockdown .	sustaining proliferative signaling
Conversely , cyclin D1 was induced with recombinant AGR2 .	sustaining proliferative signaling
AGR2 knockdown induced cell death in ZR-75-1 and T47 D cells , and also downregulated survivin and c-Myc .	empty
Evidence of AGR2-ER crosstalk was demonstrated by a reduction of ER at the protein level after transiently silencing AGR2 .	sustaining proliferative signaling
AGR2 knockdown in combination with fulvestrant or tamoxifen did not preclude the efficacy of the antiestrogens , but enhanced it .	empty
